0   1.16470588235294E+0000
1   1.33215555601100E+0000
2   1.48448086144036E+0000
3   1.62097908542276E+0000
4   1.73082237579464E+0000
5   1.79411764705882E+0000
6   1.82141061108876E+0000
7   1.81509673248159E+0000
8   1.78212792026389E+0000
9   1.72039085012865E+0000
10   1.64352941176471E+0000
11   1.57960914987135E+0000
12   1.54375443267729E+0000
13   1.53666797340077E+0000
14   1.58211880067595E+0000
15   1.68705882352941E+0000
16   1.84094233008771E+0000
17   2.04137385575371E+0000
18   2.29434266797141E+0000
19   2.55019738516547E+0000
20   2.82117647058824E+0000
21   3.09215555601100E+0000
22   3.32212792026389E+0000
23   3.51039085012865E+0000
24   3.64611649344170E+0000
25   3.69647058823529E+0000
26   3.65905766991229E+0000
27   3.54921437954041E+0000
28   3.36095144967565E+0000
29   3.11803790895218E+0000
30   2.80823529411765E+0000
31   2.47255032634194E+0000
32   2.15198972679494E+0000
33   1.84725620869488E+0000
34   1.58211880067595E+0000
35   1.35058823529412E+0000
36   1.18094233008771E+0000
37   1.07078562045959E+0000
38   1.01316619738317E+0000
39   9.84315032224286E-0001
40   9.96470588235294E-0001
41   1.02156732071689E+0000
42   1.04448086144035E+0000
43   1.03862614424630E+0000
44   1.00611649344169E+0000
45   9.52941176470588E-0001
46   8.76704728735812E-0001
47   7.66861438363945E-0001
48   6.30363214381531E-0001
49   4.78037908952180E-0001
50   3.10588235294118E-0001
51   1.69020914577232E-0001
52   4.25779620890574E-0002
53  -5.50967324815917E-0002
54  -1.13175316971105E-0001
55  -1.11764705882353E-0001
56  -7.43517875593418E-0002
57  -3.33202659923871E-0003
58   1.07283844441998E-0001
59   2.46667973400761E-0001
60   4.14117647058824E-0001
61   5.68626144246298E-0001
62   7.08010273205061E-0001
63   8.31567320716886E-0001
64   9.15528258147577E-0001
65   9.78823529411765E-0001
66   9.80234140500518E-0001
67   9.60979085422768E-0001
68   9.15069096734472E-0001
69   8.40390850128650E-0001
70   7.50588235294118E-0001
71   6.60785620459585E-0001
72   5.86107373853763E-0001
73   5.27256208694879E-0001
74   5.20942330087717E-0001
75   5.35294117647060E-0001
76   6.11530565381833E-0001
77   7.08432679283116E-0001
78   8.44930903265523E-0001
79   9.97256208694876E-0001
80   1.15176470588235E+0000
81   1.31921437954041E+0000
82   1.45859850849918E+0000
83   1.56921437954041E+0000
84   1.64023414050052E+0000
85   1.66470588235294E+0000
86   1.64023414050052E+0000
87   1.58215555601100E+0000
88   1.48448086144036E+0000
89   1.35803790895218E+0000
90   1.21647058823529E+0000
91   1.07490326751841E+0000
92   9.48460315030233E-0001
93   8.50785620459586E-0001
94   7.79765859499483E-0001
95   7.55294117647060E-0001
96   7.92707035970073E-0001
97   8.50785620459586E-0001
98   9.61401491500823E-0001
99   1.08784444398900E+0000
100   1.22941176470588E+0000
101   1.37097908542276E+0000
102   1.49742203791095E+0000
103   1.58215555601100E+0000
104   1.65317531697111E+0000
105   1.66470588235294E+0000
106   1.64023414050052E+0000
107   1.58215555601100E+0000
108   1.48448086144036E+0000
109   1.35803790895218E+0000
110   1.21647058823529E+0000
111   1.08784444398900E+0000
112   9.61401491500823E-0001
113   8.63726796930176E-0001
114   8.05648212440663E-0001
115   7.94117647058820E-0001
116   8.31530565381833E-0001
117   9.02550326341936E-0001
118   1.01316619738317E+0000
119   1.15255032634194E+0000
120   1.30705882352941E+0000
121   1.46156732071688E+0000
122   1.60095144967565E+0000
123   1.71156732071688E+0000
124   1.78258708167699E+0000
125   1.79411764705882E+0000
126   1.76964590520640E+0000
127   1.71156732071688E+0000
128   1.60095144967565E+0000
129   1.47450849718747E+0000
130   1.32000000000000E+0000
131   1.17843267928312E+0000
132   1.03904855032435E+0000
133   9.41373855753706E-0001
134   8.83295271264183E-0001
135   8.58823529411760E-0001
136   8.83295271264183E-0001
137   9.54315032224286E-0001
138   1.05198972679494E+0000
139   1.17843267928312E+0000
140   1.33294117647059E+0000
141   1.47450849718747E+0000
142   1.60095144967565E+0000
143   1.71156732071688E+0000
144   1.76964590520640E+0000
145   1.79411764705882E+0000
146   1.76964590520640E+0000
147   1.71156732071688E+0000
148   1.60095144967565E+0000
149   1.47450849718747E+0000
150   1.33294117647059E+0000
151   1.19137385575371E+0000
152   1.06493090326552E+0000
153   9.54315032224286E-0001
154   9.09177624205363E-0001
155   8.84705882352940E-0001
156   9.22118800675953E-0001
157   9.93138561636056E-0001
158   1.10375443267729E+0000
159   1.23019738516547E+0000
160   1.38470588235294E+0000
161   1.53921437954041E+0000
162   1.67859850849918E+0000
163   1.77627320306982E+0000
164   1.84729296402993E+0000
165   1.87176470588235E+0000
166   1.84729296402993E+0000
167   1.77627320306982E+0000
168   1.67859850849918E+0000
169   1.53921437954041E+0000
170   1.39764705882353E+0000
171   1.24313856163606E+0000
172   1.10375443267729E+0000
173   1.00607973810665E+0000
174   9.35059977146543E-0001
175   9.23529411764710E-0001
176   9.48001153617133E-0001
177   1.01902091457724E+0000
178   1.14257796208905E+0000
179   1.26902091457724E+0000
180   1.43647058823529E+0000
181   1.59097908542276E+0000
182   1.71742203791095E+0000
183   1.82803790895218E+0000
184   1.89905766991229E+0000
185   1.92352941176471E+0000
186   1.89905766991229E+0000
187   1.82803790895218E+0000
188   1.73036321438153E+0000
189   1.59097908542276E+0000
190   1.44941176470588E+0000
191   1.30784444398900E+0000
192   1.18140149150082E+0000
193   1.08372679693018E+0000
194   1.02564821244066E+0000
195   1.00117647058824E+0000
196   1.03858938891124E+0000
197   1.10960914987135E+0000
198   1.22022502091258E+0000
199   1.34666797340077E+0000
200   1.50117647058824E+0000
201   1.66862614424629E+0000
202   1.80801027320506E+0000
203   1.91862614424629E+0000
204   1.98964590520640E+0000
205   2.01411764705882E+0000
206   1.98964590520640E+0000
207   1.91862614424629E+0000
208   1.80801027320506E+0000
209   1.68156732071688E+0000
210   1.52705882352941E+0000
211   1.38549150281253E+0000
212   1.25904855032435E+0000
213   1.16137385575371E+0000
214   1.10329527126418E+0000
215   1.07882352941176E+0000
216   1.11623644773477E+0000
217   1.18725620869488E+0000
218   1.28493090326552E+0000
219   1.42431503222429E+0000
220   1.57882352941176E+0000
221   1.73333202659923E+0000
222   1.87271615555800E+0000
